year,low-carbon_elec_share
2014.0,0.6400136100714529
2015.0,0.6280909990108803
2016.0,0.6053952321204517
2017.0,0.5947752126366952
2018.0,0.608424336973479
2019.0,0.6123103850641773
2020.0,0.617983963344788
2021.0,0.6343490304709142
2022.0,0.6559530463946339
2023.0,0.7117117117117118
2024.0,0.7378208486118387
