source_year,energy_consumed,type,year,scenario
,0.3695501424990131,fossil,2048,all_years
,0.3695380579045502,elec,2049,all_years
,0.3695380579045502,lowcarbon_elec,2049,all_years
,0.3687091390772413,fossil,2049,all_years
,0.3701263885928435,elec,2050,all_years
,0.3701263885928435,lowcarbon_elec,2050,all_years
,0.3681208083889479,fossil,2050,all_years
,0.2585063917439328,elec,2025,omit2020
,0.19819029887082462,lowcarbon_elec,2025,omit2020
,0.4797408052378586,fossil,2025,omit2020
,0.26914743967109145,elec,2026,omit2020
,0.21488147555378107,lowcarbon_elec,2026,omit2020
,0.4690997573106999,fossil,2026,omit2020
,0.28110758869085795,elec,2027,omit2020
,0.23334233425425105,lowcarbon_elec,2027,omit2020
,0.4571396082909334,fossil,2027,omit2020
,0.29114342148994854,elec,2028,omit2020
,0.25090320560447377,lowcarbon_elec,2028,omit2020
,0.44710377549184294,fossil,2028,omit2020
,0.29967731531604475,elec,2029,omit2020
,0.2677584556129145,lowcarbon_elec,2029,omit2020
,0.4385698816657467,fossil,2029,omit2020
,0.3046302572145625,elec,2030,omit2020
,0.2818417454725602,lowcarbon_elec,2030,omit2020
,0.433616939767229,fossil,2030,omit2020
,0.30676399946963073,elec,2031,omit2020
,0.29354140561037395,lowcarbon_elec,2031,omit2020
,0.43148319751216063,fossil,2031,omit2020
,0.3085386673238921,elec,2032,omit2020
,0.30502137954854597,lowcarbon_elec,2032,omit2020
,0.4297085296578993,fossil,2032,omit2020
,0.31072071834537324,elec,2033,omit2020
,0.31072071834537324,lowcarbon_elec,2033,omit2020
,0.42752647863641824,fossil,2033,omit2020
,0.3133102994735151,elec,2034,omit2020
,0.3133102994735151,lowcarbon_elec,2034,omit2020
,0.4249368975082763,fossil,2034,omit2020
,0.3163250640584074,elec,2035,omit2020
,0.3163250640584074,lowcarbon_elec,2035,omit2020
,0.4219221329233841,fossil,2035,omit2020
,0.3190395800048081,elec,2036,omit2020
,0.3190395800048081,lowcarbon_elec,2036,omit2020
,0.41920761697698333,fossil,2036,omit2020
,0.3211951060425271,elec,2037,omit2020
,0.3211951060425271,lowcarbon_elec,2037,omit2020
,0.4170520909392643,fossil,2037,omit2020
,0.32360313231368987,elec,2038,omit2020
,0.32360313231368987,lowcarbon_elec,2038,omit2020
,0.41464406466810144,fossil,2038,omit2020
,0.32652266406593566,elec,2039,omit2020
,0.32652266406593566,lowcarbon_elec,2039,omit2020
,0.41172453291585576,fossil,2039,omit2020
,0.3300413854319469,elec,2040,omit2020
,0.3300413854319469,lowcarbon_elec,2040,omit2020
,0.4082058115498445,fossil,2040,omit2020
,0.3341922002202918,elec,2041,omit2020
,0.3341922002202918,lowcarbon_elec,2041,omit2020
,0.4040549967614996,fossil,2041,omit2020
,0.3352510813231275,elec,2042,omit2020
,0.3352510813231275,lowcarbon_elec,2042,omit2020
,0.402996115658664,fossil,2042,omit2020
,0.3351749564215642,elec,2043,omit2020
,0.3351749564215642,lowcarbon_elec,2043,omit2020
,0.4030722405602271,fossil,2043,omit2020
,0.3351203405881416,elec,2044,omit2020
,0.3351203405881416,lowcarbon_elec,2044,omit2020
,0.4031268563936497,fossil,2044,omit2020
,0.3350851717569675,elec,2045,omit2020
,0.3350851717569675,lowcarbon_elec,2045,omit2020
,0.4031620252248239,fossil,2045,omit2020
,0.33506772514844485,elec,2046,omit2020
,0.33506772514844485,lowcarbon_elec,2046,omit2020
,0.4031794718333466,fossil,2046,omit2020
,0.3350665475089896,elec,2047,omit2020
,0.3350665475089896,lowcarbon_elec,2047,omit2020
,0.4031806494728018,fossil,2047,omit2020
,0.3350804069042278,elec,2048,omit2020
,0.3350804069042278,lowcarbon_elec,2048,omit2020
,0.4031667900775637,fossil,2048,omit2020
,0.3351082538303763,elec,2049,omit2020
,0.3351082538303763,lowcarbon_elec,2049,omit2020
,0.4031389431514152,fossil,2049,omit2020
,0.3351491906854332,elec,2050,omit2020
,0.3351491906854332,lowcarbon_elec,2050,omit2020
,0.4030980062963582,fossil,2050,omit2020
,0.2742609694084875,elec,2025,omit2021
,0.21026893427653892,lowcarbon_elec,2025,omit2021
,0.4639862275733039,fossil,2025,omit2021
,0.30159405628639196,elec,2026,omit2021
,0.24078615019435676,lowcarbon_elec,2026,omit2021
,0.43665314069539946,fossil,2026,omit2021
,0.31980948426076755,elec,2027,omit2021
,0.26546807904258685,lowcarbon_elec,2027,omit2021
,0.41843771272102387,fossil,2027,omit2021
,0.33513463294023776,elec,2028,omit2021
,0.2888141977705216,lowcarbon_elec,2028,omit2021
,0.40311256404155366,fossil,2028,omit2021
,0.3410179315657408,elec,2029,omit2021
,0.30469585125606125,lowcarbon_elec,2029,omit2021
,0.39722926541605064,fossil,2029,omit2021
,0.34888617663765964,elec,2030,omit2021
,0.3227870070882288,lowcarbon_elec,2030,omit2021
,0.38936102034413184,fossil,2030,omit2021
,0.3539060645325317,elec,2031,omit2021
,0.33865148393072675,lowcarbon_elec,2031,omit2021
,0.38434113244925966,fossil,2031,omit2021
,0.358872331582938,elec,2032,omit2021
,0.3547812486864738,lowcarbon_elec,2032,omit2021
,0.37937486539885334,fossil,2032,omit2021
,0.3640144388121044,elec,2033,omit2021
,0.3640144388121044,lowcarbon_elec,2033,omit2021
,0.374232758169687,fossil,2033,omit2021
,0.3646316465032632,elec,2034,omit2021
,0.3646316465032632,lowcarbon_elec,2034,omit2021
,0.37361555047852824,fossil,2034,omit2021
,0.3646539403159835,elec,2035,omit2021
,0.3646539403159835,lowcarbon_elec,2035,omit2021
,0.37359325666580795,fossil,2035,omit2021
,0.36482197624255713,elec,2036,omit2021
,0.36482197624255713,lowcarbon_elec,2036,omit2021
,0.3734252207392343,fossil,2036,omit2021
,0.36511439819803254,elec,2037,omit2021
,0.36511439819803254,lowcarbon_elec,2037,omit2021
,0.3731327987837589,fossil,2037,omit2021
,0.3655164609244946,elec,2038,omit2021
,0.3655164609244946,lowcarbon_elec,2038,omit2021
,0.37273073605729673,fossil,2038,omit2021
,0.3660184465191942,elec,2039,omit2021
,0.3660184465191942,lowcarbon_elec,2039,omit2021
,0.3722287504625972,fossil,2039,omit2021
,0.3666145551596605,elec,2040,omit2021
,0.3666145551596605,lowcarbon_elec,2040,omit2021
,0.3716326418221308,fossil,2040,omit2021
,0.3673021239937212,elec,2041,omit2021
,0.3673021239937212,lowcarbon_elec,2041,omit2021
,0.3709450729880702,fossil,2041,omit2021
,0.3680810793916417,elec,2042,omit2021
,0.3680810793916417,lowcarbon_elec,2042,omit2021
,0.37016611759014967,fossil,2042,omit2021
,0.3689535593769766,elec,2043,omit2021
,0.3689535593769766,lowcarbon_elec,2043,omit2021
,0.3692936376048148,fossil,2043,omit2021
,0.369923663257087,elec,2044,omit2021
,0.369923663257087,lowcarbon_elec,2044,omit2021
,0.36832353372470444,fossil,2044,omit2021
,0.37099729881041926,elec,2045,omit2021
,0.37099729881041926,lowcarbon_elec,2045,omit2021
,0.3672498981713721,fossil,2045,omit2021
,0.37218210645679134,elec,2046,omit2021
,0.37218210645679134,lowcarbon_elec,2046,omit2021
,0.36606509052500014,fossil,2046,omit2021
,0.3734874461758725,elec,2047,omit2021
,0.3734874461758725,lowcarbon_elec,2047,omit2021
,0.36475975080591894,fossil,2047,omit2021
,0.37492443748582194,elec,2048,omit2021
,0.37492443748582194,lowcarbon_elec,2048,omit2021
,0.3633227594959695,fossil,2048,omit2021
,0.37650604613996635,elec,2049,omit2021
,0.37650604613996635,lowcarbon_elec,2049,omit2021
,0.361741150841825,fossil,2049,omit2021
,0.3782472137288854,elec,2050,omit2021
,0.3782472137288854,lowcarbon_elec,2050,omit2021
,0.35999998325290594,fossil,2050,omit2021
,0.26123465110575966,elec,2025,omit2022
,0.20028198617754783,lowcarbon_elec,2025,omit2022
,0.47701254587603176,fossil,2025,omit2022
,0.2990819348898363,elec,2026,omit2022
,0.2387805269823293,lowcarbon_elec,2026,omit2022
,0.43916526209195506,fossil,2026,omit2022
,0.30431320236855086,elec,2027,omit2022
,0.25260489521382057,lowcarbon_elec,2027,omit2022
,0.4339339946132405,fossil,2027,omit2022
,0.30743144728663924,elec,2028,omit2022
,0.2649399915446952,lowcarbon_elec,2028,omit2022
,0.4308157496951522,fossil,2028,omit2022
,0.3103224568295923,elec,2029,omit2022
,0.2772697749746835,lowcarbon_elec,2029,omit2022
,0.427924740152199,fossil,2029,omit2022
,0.3141930155707372,elec,2030,omit2022
,0.29068914143145297,lowcarbon_elec,2030,omit2022
,0.4240541814110543,fossil,2030,omit2022
,0.3174652989601587,elec,2031,omit2022
,0.3037814419240814,lowcarbon_elec,2031,omit2022
,0.4207818980216327,fossil,2031,omit2022
,0.3202099102299846,elec,2032,omit2022
,0.3165595722915819,lowcarbon_elec,2032,omit2022
,0.4180372867518069,fossil,2032,omit2022
,0.3240097224067391,elec,2033,omit2022
,0.3240097224067391,lowcarbon_elec,2033,omit2022
,0.4142374745750523,fossil,2033,omit2022
,0.32893831314655225,elec,2034,omit2022
,0.32893831314655225,lowcarbon_elec,2034,omit2022
,0.4093088838352391,fossil,2034,omit2022
,0.3301590514026769,elec,2035,omit2022
,0.3301590514026769,lowcarbon_elec,2035,omit2022
,0.40808814557911455,fossil,2035,omit2022
,0.33184418322273584,elec,2036,omit2022
,0.33184418322273584,lowcarbon_elec,2036,omit2022
,0.4064030137590555,fossil,2036,omit2022
,0.33348874241362647,elec,2037,omit2022
,0.33348874241362647,lowcarbon_elec,2037,omit2022
,0.40475845456816495,fossil,2037,omit2022
,0.33359219482286573,elec,2038,omit2022
,0.33359219482286573,lowcarbon_elec,2038,omit2022
,0.40465500215892575,fossil,2038,omit2022
,0.33382489209436705,elec,2039,omit2022
,0.33382489209436705,lowcarbon_elec,2039,omit2022
,0.4044223048874243,fossil,2039,omit2022
,0.33418339653786316,elec,2040,omit2022
,0.33418339653786316,lowcarbon_elec,2040,omit2022
,0.40406380044392826,fossil,2040,omit2022
,0.33466703624614585,elec,2041,omit2022
,0.33466703624614585,lowcarbon_elec,2041,omit2022
,0.4035801607356456,fossil,2041,omit2022
,0.3352775205471138,elec,2042,omit2022
,0.3352775205471138,lowcarbon_elec,2042,omit2022
,0.4029696764346777,fossil,2042,omit2022
,0.3360186823414751,elec,2043,omit2022
,0.3360186823414751,lowcarbon_elec,2043,omit2022
,0.4022285146403163,fossil,2043,omit2022
,0.33689631521264685,elec,2044,omit2022
,0.33689631521264685,lowcarbon_elec,2044,omit2022
,0.4013508817691446,fossil,2044,omit2022
,0.33791808333160966,elec,2045,omit2022
,0.33791808333160966,lowcarbon_elec,2045,omit2022
,0.40032911365018176,fossil,2045,omit2022
,0.3390934890581494,elec,2046,omit2022
,0.3390934890581494,lowcarbon_elec,2046,omit2022
,0.3991537079236421,fossil,2046,omit2022
,0.3404338878999841,elec,2047,omit2022
,0.3404338878999841,lowcarbon_elec,2047,omit2022
,0.3978133090818073,fossil,2047,omit2022
,0.3419525438510055,elec,2048,omit2022
,0.3419525438510055,lowcarbon_elec,2048,omit2022
,0.3962946531307859,fossil,2048,omit2022
,0.34297833150703944,elec,2049,omit2022
,0.34297833150703944,lowcarbon_elec,2049,omit2022
,0.395268865474752,fossil,2049,omit2022
,0.34309823009441687,elec,2050,omit2022
,0.34309823009441687,lowcarbon_elec,2050,omit2022
,0.39514896688737455,fossil,2050,omit2022
,0.2476015492558374,elec,2025,omit2023
,0.18982983251146388,lowcarbon_elec,2025,omit2023
,0.490645647725954,fossil,2025,omit2023
,0.26288937553495256,elec,2026,omit2023
,0.2098851729423684,lowcarbon_elec,2026,omit2023
,0.4753578214468388,fossil,2026,omit2023
,0.27103469966163657,elec,2027,omit2023
,0.22498101092709116,lowcarbon_elec,2027,omit2023
,0.4672124973201548,fossil,2027,omit2023
,0.2775254414939927,elec,2028,omit2023
,0.23916742666309432,lowcarbon_elec,2028,omit2023
,0.46072175548779865,fossil,2028,omit2023
,0.28360104526185476,elec,2029,omit2023
,0.2533944813588527,lowcarbon_elec,2029,omit2023
,0.4546461517199366,fossil,2029,omit2023
,0.2872623376366406,elec,2030,omit2023
,0.2657730699121387,lowcarbon_elec,2030,omit2023
,0.45098485934515076,fossil,2030,omit2023
,0.2917599046080889,elec,2031,omit2023
,0.27918403935102454,lowcarbon_elec,2031,omit2023
,0.44648729237370244,fossil,2031,omit2023
,0.29694259561996644,elec,2032,omit2023
,0.29355750106889267,lowcarbon_elec,2032,omit2023
,0.441304601361825,fossil,2032,omit2023
,0.2985047174349651,elec,2033,omit2023
,0.2985047174349651,lowcarbon_elec,2033,omit2023
,0.4397424795468263,fossil,2033,omit2023
,0.298554850580807,elec,2034,omit2023
,0.298554850580807,lowcarbon_elec,2034,omit2023
,0.4396923464009844,fossil,2034,omit2023
,0.29874723848599805,elec,2035,omit2023
,0.29874723848599805,lowcarbon_elec,2035,omit2023
,0.43949995849579343,fossil,2035,omit2023
,0.2990641579440228,elec,2036,omit2023
,0.2990641579440228,lowcarbon_elec,2036,omit2023
,0.43918303903776856,fossil,2036,omit2023
,0.29949336341260924,elec,2037,omit2023
,0.29949336341260924,lowcarbon_elec,2037,omit2023
,0.4387538335691822,fossil,2037,omit2023
,0.3000265541577942,elec,2038,omit2023
,0.3000265541577942,lowcarbon_elec,2038,omit2023
,0.4382206428239972,fossil,2038,omit2023
,0.3006583386102337,elec,2039,omit2023
,0.3006583386102337,lowcarbon_elec,2039,omit2023
,0.4375888583715577,fossil,2039,omit2023
,0.30138552428683313,elec,2040,omit2023
,0.30138552428683313,lowcarbon_elec,2040,omit2023
,0.43686167269495835,fossil,2040,omit2023
,0.3020751801201859,elec,2041,omit2023
,0.3020751801201859,lowcarbon_elec,2041,omit2023
,0.4361720168616055,fossil,2041,omit2023
,0.3019215897921969,elec,2042,omit2023
,0.3019215897921969,lowcarbon_elec,2042,omit2023
,0.4363256071895945,fossil,2042,omit2023
,0.30179167516529865,elec,2043,omit2023
,0.30179167516529865,lowcarbon_elec,2043,omit2023
,0.4364555218164927,fossil,2043,omit2023
,0.30168264027769753,elec,2044,omit2023
,0.30168264027769753,lowcarbon_elec,2044,omit2023
,0.43656455670409383,fossil,2044,omit2023
,0.30159219699146206,elec,2045,omit2023
,0.30159219699146206,lowcarbon_elec,2045,omit2023
,0.43665499999032936,fossil,2045,omit2023
,0.3015184589703639,elec,2046,omit2023
,0.3015184589703639,lowcarbon_elec,2046,omit2023
,0.43672873801142753,fossil,2046,omit2023
,0.30145986126487684,elec,2047,omit2023
,0.30145986126487684,lowcarbon_elec,2047,omit2023
,0.43678733571691464,fossil,2047,omit2023
,0.30141509864215127,elec,2048,omit2023
,0.30141509864215127,lowcarbon_elec,2048,omit2023
,0.43683209833964015,fossil,2048,omit2023
,0.3013830777938992,elec,2049,omit2023
,0.3013830777938992,lowcarbon_elec,2049,omit2023
,0.43686411918789214,fossil,2049,omit2023
,0.301362879932448,elec,2050,omit2023
,0.301362879932448,lowcarbon_elec,2050,omit2023
,0.43688431704934344,fossil,2050,omit2023
,0.4024897220412675,elec,2025,omit2024
,0.3085786690443261,lowcarbon_elec,2025,omit2024
,0.3357574749405238,fossil,2025,omit2024
,0.41723680304336225,elec,2026,omit2024
,0.33311280985196684,lowcarbon_elec,2026,omit2024
,0.3210103939384292,fossil,2026,omit2024
,0.4276568322681796,elec,2027,omit2024
,0.35499021554689564,lowcarbon_elec,2027,omit2024
,0.3105903647136118,fossil,2027,omit2024
,0.4343001425136527,elec,2028,omit2024
,0.37427360506209234,lowcarbon_elec,2028,omit2024
,0.3039470544681387,fossil,2028,omit2024
,0.437234514235824,elec,2029,omit2024
,0.3906643322300847,lowcarbon_elec,2029,omit2024
,0.3010126827459673,fossil,2029,omit2024
,0.44101026509773206,elec,2030,omit2024
,0.4080195579486236,lowcarbon_elec,2030,omit2024
,0.2972369318840593,fossil,2030,omit2024
,0.4456226279547623,elec,2031,omit2024
,0.4264147449107032,lowcarbon_elec,2031,omit2024
,0.29262456902702905,fossil,2031,omit2024
,0.45028170605701,elec,2032,omit2024
,0.4451485720031389,lowcarbon_elec,2032,omit2024
,0.2879654909247813,fossil,2032,omit2024
,0.45436634549030586,elec,2033,omit2024
,0.45436634549030586,lowcarbon_elec,2033,omit2024
,0.2838808514914855,fossil,2033,omit2024
,0.4589904188282189,elec,2034,omit2024
,0.4589904188282189,lowcarbon_elec,2034,omit2024
,0.2792567781535725,fossil,2034,omit2024
,0.46295434438841215,elec,2035,omit2024
,0.46295434438841215,lowcarbon_elec,2035,omit2024
,0.27529285259337916,fossil,2035,omit2024
,0.4673060488197923,elec,2036,omit2024
,0.4673060488197923,lowcarbon_elec,2036,omit2024
,0.27094114816199916,fossil,2036,omit2024
,0.4725570019627792,elec,2037,omit2024
,0.4725570019627792,lowcarbon_elec,2037,omit2024
,0.2656901950190122,fossil,2037,omit2024
,0.4789033492690655,elec,2038,omit2024
,0.4789033492690655,lowcarbon_elec,2038,omit2024
,0.25934384771272584,fossil,2038,omit2024
,0.4834151062696748,elec,2039,omit2024
,0.4834151062696748,lowcarbon_elec,2039,omit2024
,0.2548320907121166,fossil,2039,omit2024
,0.48677651399682237,elec,2040,omit2024
,0.48677651399682237,lowcarbon_elec,2040,omit2024
,0.25147068298496905,fossil,2040,omit2024
,0.49052093743412273,elec,2041,omit2024
,0.49052093743412273,lowcarbon_elec,2041,omit2024
,0.24772625954766866,fossil,2041,omit2024
,0.4946929936074269,elec,2042,omit2024
,0.4946929936074269,lowcarbon_elec,2042,omit2024
,0.24355420337436448,fossil,2042,omit2024
,0.4982881363983165,elec,2043,omit2024
,0.4982881363983165,lowcarbon_elec,2043,omit2024
,0.23995906058347494,fossil,2043,omit2024
,0.5012182717680767,elec,2044,omit2024
,0.5012182717680767,lowcarbon_elec,2044,omit2024
,0.23702892521371477,fossil,2044,omit2024
,0.5038934254975316,elec,2045,omit2024
,0.5038934254975316,lowcarbon_elec,2045,omit2024
,0.2343537714842599,fossil,2045,omit2024
,0.5063310561338222,elec,2046,omit2024
,0.5063310561338222,lowcarbon_elec,2046,omit2024
,0.23191614084796924,fossil,2046,omit2024
,0.5070829801707966,elec,2047,omit2024
,0.5070829801707966,lowcarbon_elec,2047,omit2024
,0.23116421681099483,fossil,2047,omit2024
,0.5075295166816574,elec,2048,omit2024
,0.5075295166816574,lowcarbon_elec,2048,omit2024
,0.23071768030013404,fossil,2048,omit2024
,0.5080212794830634,elec,2049,omit2024
,0.5080212794830634,lowcarbon_elec,2049,omit2024
,0.23022591749872806,fossil,2049,omit2024
,0.5080893127497126,elec,2050,omit2024
,0.5080893127497126,lowcarbon_elec,2050,omit2024
,0.23015788423207878,fossil,2050,omit2024
